name,post_code,city,short_name,pan,bic,bank_code
Commerzbank,31251,Lehrte,Commerzbank Lehrte,24250,,006167
Commerzbank,30838,Langenhagen,Commerzbank Langenhagen,24250,,006188
Commerzbank,30880,Laatzen,Commerzbank Laatzen,24250,,006192
Commerzbank,31152,Sarstedt,Commerzbank Sarstedt,24250,,007016
Commerzbank,29651,Walsrode,Commerzbank Walsrode,24250,,007048
Commerzbank,31501,Wunstorf,Commerzbank Wunstorf,24250,,007054
Commerzbank,31286,Burgdorf,Commerzbank Burgdorf Hannov,24250,,024500
Commerzbank,30983,Gehrden,Commerzbank Gehrden Han,24250,,056049
Commerzbank,31519,Neustadt am Rübenberge,Commerzbank Neustadt Rübe,24250,,056050
Commerzbank,31642,Stadthagen,Commerzbank Stadthagen,24250,,056051
Commerzbank,31832,Springe,Commerzbank Springe,24250,,056052
Commerzbank,30890,Barsinghausen,Commerzbank Barsinghausen,24250,,056053
Commerzbank,30929,Burgwedel,Commerzbank Burgwedel,24250,,056054
Norddeutsche Landesbank Girozentrale,30002,Hannover,Nord LB Hannover,52500,NOLADE2HXXX,008522
Norddeutsche Landesbank Girozentrale,38023,Braunschweig,NORD/LB Landessparkasse,52500,,011646
Norddeutsche Landesbank Girozentrale,39011,Magdeburg,Nord LB Magdeburg,52500,,044884
Norddeutsche Landesbank Girozentrale,19006,Schwerin,Nord LB Schwerin,52500,,048388
Norddeutsche Landesbank Girozentrale,20408,Hamburg,Nord LB Hamburg,52500,,049195
ZVA Norddeutsche Landesbank SH,30151,Hannover,ZVA Nord LB SH,,NOLADE21CSH,055637
ZVA Norddeutsche Landesbank Gf MV,30151,Hannover,ZVA NORD LB Gf MV,,NOLADE21CMV,056897
Sparkasse Hannover,30001,Hannover,Sparkasse Hannover,52501,SPKHDE2HXXX,009961
Sparkasse Hannover,30890,Barsinghausen,Sparkasse Hannover,52501,,051908
Sparkasse Hannover,31303,Burgdorf,Sparkasse Hannover,52501,,051909
Sparkasse Hannover,30938,Burgwedel,Sparkasse Hannover,52501,,051910
Sparkasse Hannover,30823,Garbsen,Sparkasse Hannover,52501,,051911
Sparkasse Hannover,30989,Gehrden,Sparkasse Hannover,52501,,051912
Sparkasse Hannover,30966,Hemmingen,Sparkasse Hannover,52501,,051913
Sparkasse Hannover,30916,Isernhagen,Sparkasse Hannover,52501,,051914
Sparkasse Hannover,30880,Laatzen,Sparkasse Hannover,52501,,051915
Sparkasse Hannover,30853,Langenhagen,Sparkasse Hannover,52501,,051916
Sparkasse Hannover,31275,Lehrte,Sparkasse Hannover,52501,,051917
Sparkasse Hannover,31535,Neustadt am Rübenberge,Sparkasse Hannover,52501,,051918
Sparkasse Hannover,30982,Pattensen,Sparkasse Hannover,52501,,051919
Sparkasse Hannover,30952,Ronnenberg,Sparkasse Hannover,52501,,051920
Sparkasse Hannover,30926,Seelze,Sparkasse Hannover,52501,,051921
Sparkasse Hannover,31319,Sehnde,Sparkasse Hannover,52501,,051922
Sparkasse Hannover,31832,Springe,Sparkasse Hannover,52501,,051923
Sparkasse Hannover,31311,Uetze,Sparkasse Hannover,52501,,051924
Sparkasse Hannover,30900,Wedemark,Sparkasse Hannover,52501,,051925
Sparkasse Hannover,30974,Wennigsen (Deister),Sparkasse Hannover,52501,,051926
Sparkasse Hannover,31515,Wunstorf,Sparkasse Hannover,52501,,051927
Sparkasse Hannover -alt-,30056,Hannover,Kr Spk Hannover -alt-,52502,,009203
LBS-Norddeutsche Landesbausparkasse,30002,Hannover,"LBS-Nord, Hannover",,NOLADE21LBS,049638
DZ BANK,30002,Hannover,DZ BANK,62003,GENODEFF250,026097
DZ BANK,26016,Oldenburg,DZ BANK Hannover,62003,GENODEFF280,014820
M.M. Warburg & Co (vormals Bankhaus Hallbaum),20095,Hamburg,M.M. Warburg (Hallbaum),25223,HALLDE2HXXX,026096
Volks- und Raiffeisenbank Leinebergland -alt-,31069,Delligsen,VB u RB Leinebgld Del.-alt-,62297,GENODEF1DES,026078
Volks- und Raiffeisenbank Leinebergland (Gf P2),31069,Delligsen,VB u RB Leinebgld Delligsen,72297,,053751
Raiffeisen-Volksbank Neustadt,31535,Neustadt am Rübenberge,Raiff-VB Neustadt,62323,GENODEF1NST,026085
Raiffeisen-Volksbank Neustadt (Gf P2),31535,Neustadt am Rübenberge,Raiff-VB Neustadt,72323,,053752
Volksbank Aller-Oker,38539,Müden (Aller),Volksbank Aller-Oker,62330,GENODEF1MUA,028737
Volksbank Aller-Oker (Gf P2),38539,Müden (Aller),Volksbank Aller-Oker,72330,,053753
Volksbank Diepholz-Barnstorf -alt-,49356,Diepholz,VB Diepholz-Barnstorf -alt-,62386,GENODEF1BNT,025832
Volksbank Diepholz-Barnstorf (Gf P2),49356,Diepholz,VB Diepholz-Barnstorf,72386,,053755
Deutsche Bank,30002,Hannover,Deutsche Bank,21670,DEUTDEDBHAN,049858
Deutsche Bank,31642,Stadthagen,Deutsche Bank,21670,DEUTDEDB243,049855
Deutsche Bank,30890,Barsinghausen,Deutsche Bank,21670,DEUTDEDB250,049856
Deutsche Bank,31287,Burgdorf,Deutsche Bank,21670,DEUTDEDB252,049857
Deutsche Bank,30880,Laatzen,Deutsche Bank,21670,DEUTDEDB931,049859
Deutsche Bank,30839,Langenhagen,Deutsche Bank,21670,DEUTDEDB932,049860
Deutsche Bank,31562,Nienburg (Weser),Deutsche Bank,21670,DEUTDEDB256,049861
Deutsche Bank,37591,Holzminden,Deutsche Bank,21670,DEUTDEDB251,049862
Deutsche Bank,29624,Munster,Deutsche Bank,21670,DEUTDEDB933,049863
Deutsche Bank,29601,Soltau,Deutsche Bank,21670,DEUTDEDB258,049864
Deutsche Bank,31642,Stadthagen,Deutsche Bank,27081,DEUTDE2H265,041097
Deutsche Bank,30002,Hannover,Deutsche Bank,27670,DEUTDE2HXXX,005728
Deutsche Bank,30890,Barsinghausen,Deutsche Bank,27670,DEUTDE2H250,004928
Deutsche Bank,30839,Langenhagen,Deutsche Bank,27670,DEUTDE2H283,005811
Deutsche Bank,30880,Laatzen,Deutsche Bank,27670,DEUTDE2H282,005818
Deutsche Bank,31287,Burgdorf,Deutsche Bank,27670,DEUTDE2H252,024501
Deutsche Bank,31562,Nienburg (Weser),Deutsche Bank,27082,DEUTDE2H256,024808
Deutsche Bank,29601,Soltau,Deutsche Bank,27083,DEUTDE2H258,006864
Deutsche Bank,29624,Munster,Deutsche Bank,27083,DEUTDE2H284,006897
Deutsche Bank,37591,Holzminden,Deutsche Bank,27084,DEUTDE2H251,005757
Postbank/DSL Ndl der Deutsche Bank,30159,Hannover,Postbank Ndl Deutsche Bank,21370,DEUTDEDBP24,057573
Postbank/DSL Ndl der Deutsche Bank,30159,Hannover,Postbank Ndl Deutsche Bank,27370,DEUTDE2HP24,057572
Commerzbank vormals Dresdner Bank,30002,Hannover,Commerzbank Hannover,28250,DRESDEFF250,005566
Commerzbank vormals Dresdner Bank,30983,Gehrden,Commerzbank Gehrden Han,28250,,005269
Commerzbank vormals Dresdner Bank,31519,Neustadt am Rübenberge,Commerzbank Neustadt Rübe,28250,,005540
Commerzbank vormals Dresdner Bank,31642,Stadthagen,Commerzbank Stadthagen,28250,,006749
Commerzbank vormals Dresdner Bank,31832,Springe,Commerzbank Springe,28250,,006752
Commerzbank vormals Dresdner Bank,30890,Barsinghausen,Commerzbank Barsinghausen,28250,,014871
Commerzbank vormals Dresdner Bank,30839,Langenhagen,Commerzbank Langenhagen,28250,,042765
Commerzbank vormals Dresdner Bank,30929,Burgwedel,Commerzbank Burgwedel,28250,,043501
"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",20349,Hamburg,Commerzbank ITGK2 Hannov,,DRESDEFFI65,055100
Commerzbank vormals Dresdner Bank ITGK,30002,Hannover,Commerzbank ITGK Hannover,,DRESDEFFI09,050737
Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer,30175,Hannover,Bk f Schiffahrt Hannover,92043,GENODEF1BFS,022267
Sparda-Bank Hannover,30159,Hannover,Sparda-Bank Hannover,92048,GENODEF1S09,024640
Sparda-Bank Hannover,28195,Bremen,Sparda-Bank Bremen,92048,,043015
Sparda-Bank Hannover,38100,Braunschweig,Sparda-Bank Braunschweig,92048,,044298
Sparda-Bank Hannover,33602,Bielefeld,Sparda-Bank Bielefeld,92048,,044299
Sparda-Bank Hannover,37073,Göttingen,Sparda-Bank Göttingen,92048,,049398
Sparda-Bank Hannover,32423,Minden,Sparda-Bank Minden,92048,,049399
Sparda-Bank Hannover,31785,Hameln,Sparda-Bank Hameln,92048,,049403
Sparda-Bank Hannover,29221,Celle,Sparda-Bank Celle,92048,,049404
Sparda-Bank Hannover,27568,Bremerhaven,Sparda-Bank Bremerhaven,92048,,049405
Sparda-Bank Hannover,31134,Hildesheim,Sparda-Bank Hildesheim,92048,,049406
Sparda-Bank Hannover,32756,Detmold,Sparda-Bank Detmold,92048,,051149
Sparda-Bank Hannover,27749,Delmenhorst,Sparda-Bank Delmenhorst,92048,,051150
Sparda-Bank Hannover,33330,Gütersloh,Sparda-Bank Gütersloh,92048,,051151
Sparda-Bank Hannover,32052,Herford,Sparda-Bank Herford,92048,,051212
Sparda-Bank Hannover (Gf P2),30159,Hannover,Sparda-Bank Hannover,82048,,057338
PSD Bank,30016,Hannover,PSD Bank Hannover,92065,GENODEF1P09,024641
PSD Bank (Gf P2),30016,Hannover,PSD Bank Hannover,82065,,057339
Bank für Sozialwirtschaft,30005,Hannover,Bank für Sozialwirtschaft,25012,BFSWDE33HAN,043019
Bank für Sozialwirtschaft,22089,Hamburg,Bank für Sozialwirtschaft,25012,,053418
Stadtsparkasse Barsinghausen,30890,Barsinghausen,St Spk Barsinghausen,52503,NOLADE21BAH,011174
Stadtsparkasse Burgdorf,31290,Burgdorf,Stadtsparkasse Burgdorf,52504,NOLADE21BUF,011239
Kreissparkasse Fallingbostel in Walsrode,29653,Walsrode,Kr Spk Fallingbostel,52505,NOLADE21WAL,008203
Kreissparkasse Fallingbostel in Walsrode,29685,Schwarmstedt,Kr Spk Fallingbostel,52505,,007826
Kreissparkasse Fallingbostel in Walsrode,27334,Rethem (Aller),Kr Spk Fallingbostel,52505,,007993
Kreissparkasse Fallingbostel in Walsrode,29693,Hodenhagen,Kr Spk Fallingbostel,52505,,008829
Kreissparkasse Fallingbostel in Walsrode,29676,Bad Fallingbostel,Kr Spk Fallingbostel,52505,,009085
Stadtsparkasse Wunstorf,31501,Wunstorf,St Spk Wunstorf,52506,NOLADE21WST,009990
Hannoversche Volksbank,30159,Hannover,Hannoversche Volksbank,92001,VOHADE2HXXX,022268
Hannoversche Volksbank (Gf P2),30159,Hannover,Hannoversche Volksbank,82001,,053756
Hannoversche Volksbank GS nur für GAA,29690,Lindwedel,HanVB - GS nur für GAA,,VOHADE2HXXX,056595
Volksbank,30982,Pattensen,Volksbank,92152,GENODEF1PAT,022714
Volksbank (Gf P2),30982,Pattensen,Volksbank,82152,,053757
Kreissparkasse Peine -alt-,31204,Peine,Kreissparkasse Peine -alt-,52507,NOLADE21PEI,008145
Volksbank Peine -alt-,31224,Peine,Volksbank Peine -alt-,62006,GENODEF1PEV,028792
Volksbank Peine (Gf P2),31224,Peine,Volksbank Peine,72006,,053758
BHW Bausparkasse,31763,Hameln,BHW Bauspk Hameln,,BHWBDE2HXXX,043963
Commerzbank,31752,Hameln,Commerzbank Hameln,24253,COBADEFFXXX,006169
Stadtsparkasse Hameln -alt-,31784,Hameln,St Spk Hameln -alt-,52522,NOLADE21HMS,009962
Sparkasse Hameln-Weserbergland,31763,Hameln,Spk Hameln-Weserbergland,52508,NOLADE21SWB,009206
Stadtsparkasse Bad Pyrmont,31797,Bad Pyrmont,St Spk Bad Pyrmont,52510,NOLADE21PMT,011235
Volksbank Hameln-Stadthagen,31763,Hameln,VB Hameln-Stadthagen,62107,GENODEF1HMP,029693
Volksbank Hameln-Stadthagen,31812,Bad Pyrmont,VB Hameln-Stadthagen,62107,,021571
Volksbank Hameln-Stadthagen,37616,Bodenwerder,VB Hameln-Stadthagen,62107,,021659
Volksbank Hameln-Stadthagen,31840,Hessisch Oldendorf,VB Hameln-Stadthagen,62107,,028096
Volksbank Hameln-Stadthagen,31860,Emmerthal,VB Hameln-Stadthagen,62107,,029177
Volksbank Hameln-Stadthagen,32676,Lügde,VB Hameln-Stadthagen,62107,,041501
Volksbank Hameln-Stadthagen,31867,Lauenau,VB Hameln-Stadthagen,62107,,052414
Volksbank Hameln-Stadthagen,31547,Rehburg-Loccum,VB Hameln-Stadthagen,62107,,052417
Volksbank Hameln-Stadthagen,31712,Niedernwöhren,VB Hameln-Stadthagen,62107,,052418
Volksbank Hameln-Stadthagen,32469,Petershagen,VB Hameln-Stadthagen,62107,,052420
Volksbank Hameln-Stadthagen,31718,Pollhagen,VB Hameln-Stadthagen,62107,,052421
Volksbank Hameln-Stadthagen,31552,Rodenberg,VB Hameln-Stadthagen,62107,,052422
Volksbank Hameln-Stadthagen,31553,Sachsenhagen,VB Hameln-Stadthagen,62107,,052423
Volksbank Hameln-Stadthagen,31719,Wiedensahl,VB Hameln-Stadthagen,62107,,052424
Volksbank Hameln-Stadthagen,31646,Stadthagen,VB Hameln-Stadthagen,62107,,052425
Volksbank Hameln-Stadthagen (Gf P2),31763,Hameln,VB Hameln-Stadthagen,72107,,053759
Volksbank im Wesertal,31863,Coppenbrügge,VB im Wesertal Coppenbrügge,62143,GENODEF1COP,025928
Volksbank im Wesertal,31789,Hameln,VB im Wesertal Coppenbrügge,62143,,026070
Volksbank im Wesertal,31020,Salzhemmendorf,VB im Wesertal Coppenbrügge,62143,,028431
Volksbank im Wesertal (Gf P2),31861,Coppenbrügge,VB im Wesertal Coppenbrügge,72143,,053760
Deutsche Bank,31785,Hameln,Deutsche Bank,21675,DEUTDEDB254,049866
Deutsche Bank,31793,Bad Pyrmont,Deutsche Bank,21675,DEUTDEDB255,049865
Deutsche Bank,31785,Hameln,Deutsche Bank,27675,DEUTDE2H254,005788
Deutsche Bank,31737,Rinteln,Deutsche Bank,21059,DEUTDEDB264,049867
Deutsche Bank,31737,Rinteln,Deutsche Bank,27059,DEUTDE2H264,006918
Commerzbank vormals Dresdner Bank,31752,Hameln,Commerzbank Hameln,28254,DRESDEFF254,005595
Volksbank Aerzen -alt-,31850,Aerzen,Volksbank Aerzen -alt-,92085,GENODED1AEZ,021498
Volksbank Aerzen,31840,Hessisch Oldendorf,Volksbank Aerzen,92085,,026125
Volksbank Aerzen,31787,Hameln,Volksbank Aerzen,92085,,044082
Volksbank Aerzen (Gf P2),31850,Aerzen,Volksbank Aerzen,82085,,053761
Commerzbank,31675,Bückeburg,Commerzbank Bückeburg,24251,COBADEFFXXX,005029
Sparkasse Schaumburg,31726,Rinteln,Sparkasse Schaumburg,52515,NOLADE21SHG,010832
Volksbank in Schaumburg und Nienburg,31737,Rinteln,VB in Schaumburg & Nienburg,92096,GENODEF1BCK,021709
Volksbank in Schaumburg und Nienburg,31675,Bückeburg,VB in Schaumburg & Nienburg,92096,,022493
Volksbank in Schaumburg und Nienburg,31582,Nienburg (Weser),VB in Schaumburg & Nienburg,92096,,057734
Volksbank in Schaumburg und Nienburg (Gf P2),31737,Rinteln,VB in Schaumburg & Nienburg,82096,,053763
Oldenburgische Landesbank AG,49344,Diepholz,Oldb Landesbank Diepholz,25430,OLBODEH2XXX,010277
Oldenburgische Landesbank AG,49403,Barnstorf,Oldb Landesbank Barnstorf,25430,,011279
Oldenburgische Landesbank AG,49414,Wagenfeld,Oldb Landesbank Wagenfeld,25430,,032838
Commerzbank,49356,Diepholz,Commerzbank Diepholz,24242,COBADEFFXXX,005092
Sparkasse Nienburg,31567,Nienburg (Weser),Sparkasse Nienburg,52517,NOLADE21NIB,009157
Kreissparkasse Grafschaft Diepholz,49343,Diepholz,Kr Spk Diepholz,52518,BRLADE21DHZ,009061
Kreissparkasse Grafschaft Diepholz,27254,Siedenburg,Kr Spk Diepholz,52518,,007809
Kreissparkasse Grafschaft Diepholz,49453,Rehden,Kr Spk Diepholz,52518,,008007
Kreissparkasse Grafschaft Diepholz,49414,Wagenfeld,Kr Spk Diepholz,52518,,008215
Kreissparkasse Grafschaft Diepholz,27259,Varrel,Kr Spk Diepholz,52518,,008335
Kreissparkasse Grafschaft Diepholz,49457,Drebber,Kr Spk Diepholz,52518,,009094
Kreissparkasse Grafschaft Diepholz,27245,Kirchdorf,Kr Spk Diepholz,52518,,009134
Kreissparkasse Grafschaft Diepholz,27251,Neuenkirchen,Kr Spk Diepholz,52518,,009182
Kreissparkasse Grafschaft Diepholz,27225,Sulingen,Kr Spk Diepholz,52518,,009344
Kreissparkasse Grafschaft Diepholz,27257,Sudwalde,Kr Spk Diepholz,52518,,009349
Kreissparkasse Grafschaft Diepholz,49448,Lemförde,Kr Spk Diepholz,52518,,009498
Kreissparkasse Grafschaft Diepholz,49402,Barnstorf,Kr Spk Diepholz,52518,,011002
Volksbank -alt-,31593,Steyerberg,Volksbank Steyerberg -alt-,62131,GENODEF1STY,029639
Volksbank (Gf P2),31593,Steyerberg,Volksbank Steyerberg,72131,,053764
Volksbank Aller-Weser -alt-,27318,Hoya,Volksbank Aller-Weser -alt-,62172,GENODEF1HOY,022139
Volksbank Aller-Weser (Gf P2),27318,Hoya,Volksbank Aller-Weser,72172,,053765
Volksbank Nienburg -alt-,31582,Nienburg (Weser),Volksbank Nienburg -alt-,92006,GENODEF1NIN,021913
Volksbank Nienburg (Gf P2),31582,Nienburg (Weser),Volksbank Nienburg,82006,,053766
Volksbank Niedersachsen-Mitte,27318,Hoya,VB Niedersachsen-Mitte,92114,GENODEF1SUL,022516
Volksbank Niedersachsen-Mitte,27245,Kirchdorf,VB Niedersachsen-Mitte,92114,,022203
Volksbank Niedersachsen-Mitte,27305,Bruchhausen-Vilsen,VB Niedersachsen-Mitte,92114,,029087
Volksbank Niedersachsen-Mitte,49419,Wagenfeld,VB Niedersachsen-Mitte,92114,,029653
Volksbank Niedersachsen-Mitte,49406,Barnstorf,VB Niedersachsen-Mitte,92114,,057183
Volksbank Niedersachsen-Mitte,49356,Diepholz,VB Niedersachsen-Mitte,92114,,057184
Volksbank Niedersachsen-Mitte,27223,Sulingen,VB Niedersachsen-Mitte,92114,,057680
Volksbank Niedersachsen-Mitte (Gf P2),27318,Hoya,VB Niedersachsen-Mitte,82114,,053767
Volksbank Niedersachsen-Mitte (Gf GAA),27318,Hoya,VB Niedersachsen-Mitte,,GENODEF1SUL,057472
Commerzbank,29201,Celle,Commerzbank Celle,24252,COBADEFFXXX,005099
Sparkasse Celle -alt-,29221,Celle,Sparkasse Celle -alt-,52521,NOLADE21CEL,011236
Volksbank Wittingen-Klötze -alt-,29371,Wittingen,VB Wittingen-Klötze -alt-,62100,GENODEF1WIK,029817
Volksbank Wittingen-Klötze (Gf P2),29371,Wittingen,Volksbank Wittingen-Klötze,72100,,053768
Deutsche Bank,29221,Celle,Deutsche Bank,21672,DEUTDEDB257,049868
Deutsche Bank,29221,Celle,Deutsche Bank,27672,DEUTDE2H257,004995
Commerzbank vormals Dresdner Bank,29204,Celle,Commerzbank Celle,28257,DRESDEFF257,005335
Volksbank Hankensbüttel-Wahrenholz -alt-,29384,Hankensbüttel,Volksbank Hankensbüttel-alt,92103,GENODEF1HKB,022265
Volksbank Hankensbüttel-Wahrenholz (Gf P2),29384,Hankensbüttel,Volksbank Hankensbüttel,82103,,053769
Volksbank Südheide - Isenhagener Land - Altmark,29221,Celle,VB Südh.-Isenh.L.-Altm,92115,GENODEF1HMN,025849
Volksbank Südheide - Isenhagener Land - Altmark,29328,Faßberg,VB Südh.-Isenh.L.-Altm,92115,,021490
Volksbank Südheide - Isenhagener Land - Altmark,29313,Hambühren,VB Südh.Isenh.L.-Altm,92115,,022248
Volksbank Südheide - Isenhagener Land - Altmark,29314,Hermannsburg,VB Südh.-Isenh.L.-Altm,92115,,022315
Volksbank Südheide - Isenhagener Land - Altmark,29323,Wietze,VB Südh.-Isenh.L.-Altm,92115,,022412
Volksbank Südheide - Isenhagener Land - Altmark,29345,Unterlüß,VB Südh.-Isenh.L.-Altm,92115,,022565
Volksbank Südheide - Isenhagener Land - Altmark,29303,Bergen,VB Südh.-Isenh.L.-Altm,92115,,035794
Volksbank Südheide - Isenhagener Land - Altmark,29308,Winsen (Aller),VB Südh.-Isenh.L.-Altm,92115,,050882
Volksbank Südheide - Isenhagener Land - Altmark,29342,Wienhausen,VB Südh.-Isenh.L.-Altm,92115,,050883
Volksbank Südheide - Isenhagener Land - Altmark,29336,Nienhagen,VB Südh.-Isenh.L.-Altm,92115,,050884
Volksbank Südheide - Isenhagener Land - Altmark,29331,Lachendorf,VB Südh.-Isenh.L.-Altm,92115,,050885
Volksbank Südheide - Isenhagener Land - Altmark,29358,Eicklingen,VB Südh.-Isenh.L.-Altm,92115,,050886
Volksbank Südheide - Isenhagener Land - Altmark,29337,Wathlingen,VB Südh.-Isenh.L.-Altm,92115,,050887
Volksbank Südheide - Isenhagener Land - Altmark,29348,Eschede,VB Südh.-Isenh.L.-Altm,92115,,050888
Volksbank Südheide - Isenhagener Land - Altmark,38543,Hillerse,VB Südh.-Isenh.L.-Altm,92115,,056205
Volksbank Südheide - Isenhagener Land - Altmark,38530,Didderse,VB Südh.-Isenh.L.-Altm,92115,,056206
Volksbank Südheide - Isenhagener Land - Altmark,38542,Leiferde,VB Südh.-Isenh.L.-Altm,92115,,056207
Volksbank Südheide - Isenhagener Land - Altmark,29369,Ummern,VB Südh.-Isenh.L.-Altm,92115,,056208
Volksbank Südheide - Isenhagener Land - Altmark,29364,Langlingen,VB Südh.-Isenh.L.-Altm,92115,,056209
Volksbank Südheide - Isenhagener Land - Altmark,38536,Meinersen,VB Südh.-Isenh.L.-Altm,92115,,056210
Volksbank Südheide - Isenhagener Land - Altmark,38539,Müden (Aller),VB Südh.-Isenh.L.-Altm,92115,,056211
Volksbank Südheide - Isenhagener Land - Altmark,38465,Brome,VB Südh.-Isenh.L.-Altm,92115,,057244
Volksbank Südheide - Isenhagener Land - Altmark,38468,Ehra-Lessien,VB Südh.-Isenh.L.-Altm,92115,,057245
Volksbank Südheide - Isenhagener Land - Altmark,29393,Groß Oesingen,VB Südh.-Isenh.L.-Altm,92115,,057246
Volksbank Südheide - Isenhagener Land - Altmark,29384,Hankensbüttel,VB Südh.-Isenh.L.-Altm,92115,,057247
Volksbank Südheide - Isenhagener Land - Altmark,38524,Sassenburg,VB Südh.-Isenh.L.-Altm,92115,,057248
Volksbank Südheide - Isenhagener Land - Altmark,29367,Steinhorst,VB Südh.-Isenh.L.-Altm,92115,,057249
Volksbank Südheide - Isenhagener Land - Altmark,29399,Wahrenholz,VB Südh.-Isenh.L.-Altm,92115,,057250
Volksbank Südheide - Isenhagener Land - Altmark,29392,Wesendorf,VB Südh.-Isenh.L.-Altm,92115,,057251
Volksbank Südheide - Isenhagener Land - Altmark,29371,Wittingen,VB Südh.-Isenh.L.-Altm,92115,,057252
Volksbank Südheide - Isenhagener Land - Altmark (Gf P2),29221,Celle,VB Südh.-Isenh.L.-Altm,82115,,053770
Commerzbank,29503,Uelzen,Commerzbank Uelzen,24197,COBADEFFXXX,006997
Commerzbank,29431,Lüchow (Wendland),Commerzbank Lüchow,24207,COBADEFFXXX,006180
Commerzbank,29401,"Salzwedel, Hansestadt",Commerzbank Salzwedel,24207,,046005
Commerzbank,29634,Schneverdingen,Commerzbank Schneverdingen,24195,COBADEFFXXX,008509
Sparkasse Uelzen Lüchow-Dannenberg,29525,Uelzen,Sparkasse Uelzen Lüchow-Dbg,52524,NOLADE21UEL,008353
Sparkasse Uelzen Lüchow-Dannenberg,29571,Rosche,Sparkasse Uelzen Lüchow-Dbg,52524,,007965
Sparkasse Uelzen Lüchow-Dannenberg,29574,Ebstorf,Sparkasse Uelzen Lüchow-Dbg,52524,,008906
Sparkasse Uelzen Lüchow-Dannenberg,29556,Suderburg,Sparkasse Uelzen Lüchow-Dbg,52524,,009350
Sparkasse Uelzen Lüchow-Dannenberg,29389,Bad Bodenteich,Sparkasse Uelzen Lüchow-Dbg,52524,,010884
Sparkasse Uelzen Lüchow-Dannenberg,29553,Bienenbüttel,Sparkasse Uelzen Lüchow-Dbg,52524,,011021
Sparkasse Uelzen Lüchow-Dannenberg,29549,Bad Bevensen,Sparkasse Uelzen Lüchow-Dbg,52524,,011024
Sparkasse Uelzen Lüchow-Dannenberg,29559,Wrestedt,Sparkasse Uelzen Lüchow-Dbg,52524,,043826
Sparkasse Uelzen Lüchow-Dannenberg,29451,Dannenberg (Elbe),Sparkasse Uelzen Lüchow-Dbg,52524,,053219
Sparkasse Uelzen Lüchow-Dannenberg,29456,Hitzacker (Elbe),Sparkasse Uelzen Lüchow-Dbg,52524,,053221
Sparkasse Uelzen Lüchow-Dannenberg,29459,Clenze,Sparkasse Uelzen Lüchow-Dbg,52524,,053222
Sparkasse Uelzen Lüchow-Dannenberg,29462,Wustrow (Wendland),Sparkasse Uelzen Lüchow-Dbg,52524,,053223
Sparkasse Uelzen Lüchow-Dannenberg,29471,Gartow,Sparkasse Uelzen Lüchow-Dbg,52524,,053224
Sparkasse Uelzen Lüchow-Dannenberg,29439,Lüchow (Wendland),Sparkasse Uelzen Lüchow-Dbg,52524,,053225
